Fasta headers	Protein IDs	Majority protein IDs	Norm_abundance_PAD4_rep1	Norm_abundance_PAD4_rep2	Norm_abundance_PAD4_rep3	Norm_abundance_PAD4_rep4	Norm_abundance_YFP_rep1	Norm_abundance_YFP_rep2	Norm_abundance_YFP_rep3	Norm_abundance_YFP_rep4	log2_PAD4_vs_YFP	pval_PAD4_vs_YFP
AT3G10350.1 | Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr3:3208310-3210678 FORWARD LENGTH=411;AT3G10350.2 | Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr3:3208310-3	AT3G10350.1;AT3G10350.2	AT3G10350.1;AT3G10350.2	19.47921	22.03137	22.24028	22.58525	21.83984	21.09571	20.6765	20.80963	0.478604317	0.550486635
"AT3G10380.1 | Symbols: SEC8, ATSEC8 | subunit of exocyst complex 8 | chr3:3219922-3228356 REVERSE LENGTH=1053"	AT3G10380.1	AT3G10380.1	20.77989	21.54383	21.52655	21.36912	20.30562	20.41479	19.85165	19.08964	1.389418602	0.007409892
AT3G10420.2 | Symbols: SPD1 | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr3:3239307-3242274 FORWARD LENGTH=684;AT3G10420.1 | Symbols: SPD1 | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr3:3	AT3G10420.2;AT3G10420.1	AT3G10420.2;AT3G10420.1	23.82512	24.32258	23.56256	23.95109	20.12023	22.07972	20.54817	20.50209	3.102785587	0.000524004
"AT3G10520.1 | Symbols: AHB2, GLB2, ARATH GLB2, NSHB2, ATGLB2, HB2 | haemoglobin 2 | chr3:3276516-3277765 REVERSE LENGTH=158"	AT3G10520.1	AT3G10520.1	20.62667	19.58167	20.44879	19.81018	20.4706	20.37135	20.62703	19.2111	-0.053192139	0.9008348
AT3G10610.1 | Symbols:  | Ribosomal S17 family protein | chr3:3319459-3319881 FORWARD LENGTH=140;AT2G05220.2 | Symbols:  | Ribosomal S17 family protein | chr2:1894757-1895179 REVERSE LENGTH=140;AT2G05220.1 | Symbols:  | Ribosomal S17 family protein | chr2:	AT3G10610.1;AT2G05220.2;AT2G05220.1;AT5G04800.4;AT5G04800.3;AT5G04800.2;AT5G04800.1;AT2G04390.1	AT3G10610.1;AT2G05220.2;AT2G05220.1;AT5G04800.4;AT5G04800.3;AT5G04800.2;AT5G04800.1;AT2G04390.1	23.58909	23.951	23.85405	23.4996	23.87258	22.18909	20.39078	20.82074	1.905139446	0.052902326
"AT3G10670.1 | Symbols: ATNAP7, NAP7 | non-intrinsic ABC protein 7 | chr3:3335325-3337304 REVERSE LENGTH=338"	AT3G10670.1	AT3G10670.1	25.63453	24.84192	25.41306	24.99684	23.59958	24.13226	24.42988	24.35131	1.093329906	0.005831939
"AT3G10920.2 | Symbols: MSD1 | manganese superoxide dismutase 1 | chr3:3418015-3419581 FORWARD LENGTH=230;AT3G10920.1 | Symbols: MSD1, MEE33, ATMSD1 | manganese superoxide dismutase 1 | chr3:3418015-3419581 FORWARD LENGTH=231"	AT3G10920.2;AT3G10920.1	AT3G10920.2;AT3G10920.1	27.63145	27.72397	27.20322	26.98685	25.68766	25.29527	23.36159	25.0535	2.536871433	0.003390975
"AT3G11130.1 | Symbols:  | Clathrin, heavy chain | chr3:3482575-3491667 REVERSE LENGTH=1705"	AT3G11130.1	AT3G11130.1	27.51683	27.45591	27.56979	27.50718	27.2103	26.50191	26.67074	26.51385	0.788228989	0.003370114
AT3G11200.1 | Symbols: AL2 | alfin-like 2 | chr3:3508387-3510418 REVERSE LENGTH=246	AT3G11200.1	AT3G11200.1	21.37263	21.17487	21.27242	20.98739	19.91525	19.87787	20.64774	19.73281	1.158406258	0.001937735
AT3G11340.1 | Symbols:  | UDP-Glycosyltransferase superfamily protein | chr3:3556728-3558149 FORWARD LENGTH=447	AT3G11340.1	AT3G11340.1	22.4038	24.17501	22.83407	24.41905	19.91629	19.63763	20.81326	19.21371	3.562757492	0.001013883
"AT3G11400.1 | Symbols: EIF3G1, ATEIF3G1 | eukaryotic translation initiation factor 3G1 | chr3:3578536-3580366 FORWARD LENGTH=294;AT3G11400.2 | Symbols: EIF3G1, ATEIF3G1 | eukaryotic translation initiation factor 3G1 | chr3:3578536-3580366 FORWARD LENGTH=32"	AT3G11400.1;AT3G11400.2;AT5G06000.1	AT3G11400.1;AT3G11400.2	24.70224	25.59343	24.74026	24.69891	24.63677	23.51147	24.29151	24.00907	0.821504116	0.044378523
AT3G11510.1 | Symbols:  | Ribosomal protein S11 family protein | chr3:3623757-3624866 REVERSE LENGTH=150	AT3G11510.1	AT3G11510.1	27.4996	27.42013	27.62192	27.35993	26.64733	26.31053	26.31929	26.75034	0.968521118	0.000256261
AT3G11560.4 | Symbols:  | LETM1-like protein | chr3:3639553-3645506 FORWARD LENGTH=872;AT3G11560.3 | Symbols:  | LETM1-like protein | chr3:3639553-3645506 FORWARD LENGTH=872;AT3G11560.2 | Symbols:  | LETM1-like protein | chr3:3639553-3645506 FORWARD LENGTH	AT3G11560.4;AT3G11560.3;AT3G11560.2;AT3G11560.1	AT3G11560.4;AT3G11560.3;AT3G11560.2	21.33129	21.02601	22.54974	21.54326	20.06071	19.34256	21.15822	20.64415	1.311161041	0.04261161
AT3G11590.1 | Symbols:  | unknown protein;LOCATED IN: plasma membrane;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G22310.1);Has 22320 Blast hits to 15179 pro	AT3G11590.1	AT3G11590.1	25.32879	21.03194	20.03066	22.19205	21.68403	20.13784	18.41733	21.03733	1.826727867	0.224831848
AT3G11630.1 | Symbols:  | Thioredoxin superfamily protein | chr3:3672189-3673937 FORWARD LENGTH=266	AT3G11630.1	AT3G11630.1	26.64554	26.60116	26.34819	26.5969	27.39713	25.74929	26.22146	25.35262	0.36782074	0.442967546
AT3G11710.1 | Symbols: ATKRS-1 | lysyl-tRNA synthetase 1 | chr3:3702359-3705613 REVERSE LENGTH=626	AT3G11710.1	AT3G11710.1	25.14589	25.26889	25.07186	23.68934	24.32196	23.01221	21.91068	22.84596	1.771289825	0.028801349
AT3G11800.1 | Symbols:  | unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: endomembrane system;EXPRESSED IN: 24 plant structures;EXPRESSED DURING: 15 growth stages;BEST Arabidopsis thaliana	AT3G11800.1	AT3G11800.1	21.553	21.42327	21.30797	20.7909	18.95804	20.58922	20.36348	20.11365	1.262686253	0.019489047
AT3G11830.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:3732734-3736156 FORWARD LENGTH=557;AT3G11830.2 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:3732734-3736156 FORWARD LENGTH=555	AT3G11830.1;AT3G11830.2	AT3G11830.1;AT3G11830.2	20.14693	19.0767	19.70621	19.32347	23.85918	20.24917	22.33898	22.75279	-2.736702442	0.013435177
AT3G11930.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:3776371-3777393 FORWARD LENGTH=199;AT3G11930.2 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:3776371-3777393 FORWARD LENGTH=20	AT3G11930.1;AT3G11930.2;AT3G11930.4;AT3G11930.3	AT3G11930.1;AT3G11930.2;AT3G11930.4;AT3G11930.3	21.43807	20.50339	20.16312	20.4199	19.78207	20.59115	20.38236	20.14907	0.404959202	0.263269597
"AT3G11940.2 | Symbols: ATRPS5A, AML1, RPS5A | ribosomal protein 5A | chr3:3778175-3779354 REVERSE LENGTH=207;AT3G11940.1 | Symbols: ATRPS5A, AML1, RPS5A | ribosomal protein 5A | chr3:3778175-3779354 REVERSE LENGTH=207;AT2G37270.2 | Symbols: ATRPS5B, RPS5B"	AT3G11940.2;AT3G11940.1;AT2G37270.2;AT2G37270.1	AT3G11940.2;AT3G11940.1;AT2G37270.2;AT2G37270.1	25.90507	25.29463	25.76858	25.32701	24.42163	24.32889	18.48587	19.35007	3.92720747	0.04875334
AT3G12050.2 | Symbols:  | Aha1 domain-containing protein | chr3:3839289-3841303 FORWARD LENGTH=321;AT3G12050.1 | Symbols:  | Aha1 domain-containing protein | chr3:3839289-3841303 FORWARD LENGTH=360	AT3G12050.2;AT3G12050.1	AT3G12050.2;AT3G12050.1	22.9047	23.32292	23.317	23.74129	22.63107	22.76517	20.56202	19.81597	1.877920151	0.048415996
AT3G12110.1 | Symbols: ACT11 | actin-11 | chr3:3858116-3859609 FORWARD LENGTH=377	AT3G12110.1;AT2G42170.1	AT3G12110.1	23.02825	22.7455	23.32828	23.27597	18.48733	21.13333	19.27773	21.33918	3.03510952	0.005313119
AT3G12290.1 | Symbols:  | Amino acid dehydrogenase family protein | chr3:3919591-3921326 FORWARD LENGTH=299	AT3G12290.1	AT3G12290.1	25.7151	25.65998	25.22011	24.95731	25.34783	23.27668	19.52077	24.68736	2.179962158	0.148535126
"AT3G12490.1 | Symbols: ATCYSB, ATCYS6, CYSB | cystatin B | chr3:3960523-3961777 REVERSE LENGTH=201;AT3G12490.2 | Symbols: ATCYSB, ATCYS6, CYSB | cystatin B | chr3:3960523-3961876 REVERSE LENGTH=234"	AT3G12490.1;AT3G12490.2	AT3G12490.1;AT3G12490.2	19.57472	19.19302	19.59713	20.21371	19.74924	20.75385	20.85736	19.13455	-0.479105949	0.342088103
"AT3G12580.1 | Symbols: HSP70, ATHSP70 | heat shock protein 70 | chr3:3991487-3993689 REVERSE LENGTH=650"	AT3G12580.1	AT3G12580.1	26.82141	29.08816	27.79817	29.19108	27.62582	29.16308	28.1436	29.02038	-0.263519287	0.708825692
AT3G12780.1 | Symbols: PGK1 | phosphoglycerate kinase 1 | chr3:4061127-4063140 REVERSE LENGTH=481	AT3G12780.1	AT3G12780.1	29.9791	29.74448	29.82358	29.20511	30.05077	28.72263	28.51702	28.77703	0.671205997	0.13400357
"AT3G12800.1 | Symbols: SDRB, DECR | short-chain dehydrogenase-reductase B | chr3:4063463-4064757 REVERSE LENGTH=298"	AT3G12800.1	AT3G12800.1	21.87474	22.57785	21.73207	22.57043	19.71768	22.98205	23.60513	23.34028	-0.222515106	0.819670071
AT3G13060.2 | Symbols: ECT5 | evolutionarily conserved C-terminal region 5 | chr3:4180625-4183632 FORWARD LENGTH=634;AT3G13060.1 | Symbols: ECT5 | evolutionarily conserved C-terminal region 5 | chr3:4180625-4183297 FORWARD LENGTH=551	AT3G13060.2;AT3G13060.1	AT3G13060.2;AT3G13060.1	24.02901	24.25256	24.00015	24.63904	23.26828	24.02682	24.82726	23.82202	0.244096756	0.51740962
AT3G13120.2 | Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:4220310-4221526 REVERSE LENGTH=191;AT3G13120.1 | Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:4220310-4221526 REVERSE LENGTH=191	AT3G13120.2;AT3G13120.1	AT3G13120.2;AT3G13120.1	24.49473	25.24114	24.32127	24.51743	23.6319	23.41403	19.12905	19.84715	3.138111591	0.038963233
AT3G13224.2 | Symbols:  | RNA-binding (RRM/RBD/RNP motifs) family protein | chr3:4254848-4256621 FORWARD LENGTH=358	AT3G13224.2	AT3G13224.2	18.65356	19.79697	20.26728	20.06546	22.73374	22.18601	23.83644	19.9552	-2.482031822	0.031962913
AT3G13300.2 | Symbols: VCS | Transducin/WD40 repeat-like superfamily protein | chr3:4304085-4309949 FORWARD LENGTH=1309;AT3G13300.1 | Symbols: VCS | Transducin/WD40 repeat-like superfamily protein | chr3:4304085-4309949 FORWARD LENGTH=1344;AT3G13290.1 | Sy	AT3G13300.2;AT3G13300.1;AT3G13290.1	AT3G13300.2;AT3G13300.1;AT3G13290.1	21.23199	21.35127	20.93927	20.84529	19.35411	19.89986	19.07547	20.17735	1.465254307	0.001879864
AT3G13330.1 | Symbols: PA200 | proteasome activating protein 200 | chr3:4319804-4330061 REVERSE LENGTH=1816	AT3G13330.1	AT3G13330.1	23.21353	22.95392	22.71116	19.34175	24.22214	23.92913	24.96292	25.1801	-2.518481255	0.039040042
AT3G13460.3 | Symbols: ECT2 | evolutionarily conserved C-terminal region 2 | chr3:4385934-4388220 REVERSE LENGTH=508;AT3G13460.1 | Symbols: ECT2 | evolutionarily conserved C-terminal region 2 | chr3:4385274-4388220 REVERSE LENGTH=667;AT3G13460.2 | Symbols:	AT3G13460.3;AT3G13460.1;AT3G13460.2;AT3G13460.4	AT3G13460.3;AT3G13460.1;AT3G13460.2;AT3G13460.4	19.85412	23.04003	18.07206	22.52471	25.42554	26.18603	26.58649	25.32021	-5.006836414	0.005974042
AT3G13470.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:4389685-4392624 FORWARD LENGTH=596	AT3G13470.1	AT3G13470.1	22.57085	22.5896	23.1065	23.59787	20.37936	22.29022	21.47458	22.71565	1.251252174	0.070349058
"AT3G13530.1 | Symbols: MAPKKK7, MAP3KE1 | mitogen-activated protein kinase kinase kinase 7 | chr3:4411934-4419320 REVERSE LENGTH=1368;AT3G07980.1 | Symbols: MAPKKK6, MAP3KE2 | mitogen-activated protein kinase kinase kinase 6 | chr3:2543893-2551092 REVERSE"	AT3G13530.1;AT3G07980.1	AT3G13530.1;AT3G07980.1	23.52468	22.31777	22.96212	23.75175	21.78289	19.95671	21.3436	21.21756	2.063889503	0.006518577
AT3G13750.1 | Symbols: BGAL1 | beta galactosidase 1 | chr3:4511192-4515756 FORWARD LENGTH=847	AT3G13750.1	AT3G13750.1	20.44849	23.04148	19.32961	22.3916	22.52231	24.95531	22.70107	20.40599	-1.343374252	0.329095756
"AT3G13920.1 | Symbols: EIF4A1, RH4, TIF4A1 | eukaryotic translation initiation factor 4A1 | chr3:4592635-4594128 REVERSE LENGTH=412;AT3G13920.3 | Symbols: EIF4A1, RH4, TIF4A1 | eukaryotic translation initiation factor 4A1 | chr3:4592635-4594094 REVERSE LEN"	AT3G13920.1;AT3G13920.3;AT3G13920.4;AT3G13920.2	AT3G13920.1;AT3G13920.3;AT3G13920.4;AT3G13920.2	26.10658	25.48425	26.40464	26.30008	21.98353	22.63735	24.93215	26.4805	2.065502644	0.09896043
"AT3G13930.1 | Symbols:  | Dihydrolipoamide acetyltransferase, long form protein | chr3:4596240-4600143 FORWARD LENGTH=539"	AT3G13930.1;AT1G54220.2;AT1G54220.1	AT3G13930.1	24.27675	23.65524	23.60411	23.49631	21.52401	21.07181	20.55761	20.37483	2.876037121	9.52E-05
AT3G14067.1 | Symbols:  | Subtilase family protein | chr3:4658421-4660754 REVERSE LENGTH=777	AT3G14067.1	AT3G14067.1	24.69269	24.56523	25.00239	24.36266	25.96823	25.02504	26.30767	25.53955	-1.054378986	0.014069718
AT3G14110.2 | Symbols: FLU | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:4676222-4677010 REVERSE LENGTH=232;AT3G14110.1 | Symbols: FLU | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:4676222-4677602 REVERSE LENGTH=316;AT	AT3G14110.2;AT3G14110.1;AT3G14110.3	AT3G14110.2;AT3G14110.1;AT3G14110.3	23.48419	24.51274	24.45595	25.11068	20.89095	24.18389	19.78182	20.87278	2.958528996	0.02639325
AT3G14210.1 | Symbols: ESM1 | epithiospecifier modifier 1 | chr3:4729886-4731562 FORWARD LENGTH=392	AT3G14210.1	AT3G14210.1	28.48765	28.54661	28.14472	28.36765	27.34223	27.1831	27.06692	27.80329	1.037775517	0.00134732
AT3G14290.1 | Symbols: PAE2 | 20S proteasome alpha subunit E2 | chr3:4764364-4766381 FORWARD LENGTH=237	AT3G14290.1	AT3G14290.1	22.24696	18.68904	19.09949	21.82233	25.6826	27.2497	25.08853	27.46459	-5.90690279	0.001595074
"AT3G14310.1 | Symbols: ATPME3, PME3 | pectin methylesterase 3 | chr3:4772214-4775095 REVERSE LENGTH=592"	AT3G14310.1;AT1G53830.1	AT3G14310.1	23.9218	23.44531	24.27185	23.97911	23.9955	25.19359	24.96217	24.66378	-0.799245358	0.042399078
AT3G14415.3 | Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367;AT3G14415.1 | Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367;AT3G14415.2 | Symbols:  | Aldolase-type	AT3G14415.3;AT3G14415.1;AT3G14415.2	AT3G14415.3;AT3G14415.1;AT3G14415.2	26.65976	26.76838	26.14067	26.46265	26.93213	26.61849	27.05072	27.92264	-0.62312746	0.092239477
AT3G14420.2 | Symbols:  | Aldolase-type TIM barrel family protein | chr3:4821804-4823899 FORWARD LENGTH=367;AT3G14420.1 | Symbols:  | Aldolase-type TIM barrel family protein | chr3:4821804-4823899 FORWARD LENGTH=367;AT3G14420.4 | Symbols:  | Aldolase-type	AT3G14420.2;AT3G14420.1;AT3G14420.4;AT3G14420.5;AT3G14420.6;AT3G14420.3;AT4G18360.2;AT4G18360.1	AT3G14420.2;AT3G14420.1;AT3G14420.4;AT3G14420.5;AT3G14420.6;AT3G14420.3	29.32719	29.11123	28.96758	28.38546	29.92337	29.64587	29.38778	30.04557	-0.80278492	0.018179316
"AT3G14660.1 | Symbols: CYP72A13 | cytochrome P450, family 72, subfamily A, polypeptide 13 | chr3:4924960-4926911 FORWARD LENGTH=512;AT3G14650.1 | Symbols: CYP72A11 | cytochrome P450, family 72, subfamily A, polypeptide 11 | chr3:4922206-4924165 FORWARD LEN"	AT3G14660.1;AT3G14650.1;AT3G14680.1;AT3G14610.1	AT3G14660.1;AT3G14650.1;AT3G14680.1;AT3G14610.1	20.89977	21.46304	21.55763	19.55	20.3688	18.7954	19.09251	20.19619	1.254384995	0.084213082
"AT3G14790.1 | Symbols: RHM3, ATRHM3 | rhamnose biosynthesis 3 | chr3:4964791-4966875 FORWARD LENGTH=664"	AT3G14790.1	AT3G14790.1	23.10015	22.59903	23.73511	23.11305	22.40385	20.60605	20.60123	19.8285	2.276926041	0.008599386
AT3G14840.2 | Symbols:  | Leucine-rich repeat transmembrane protein kinase | chr3:4988271-4993891 FORWARD LENGTH=1020	AT3G14840.2	AT3G14840.2	25.9766	26.08521	26.00624	26.52207	19.43878	22.6502	22.20803	20.32259	4.992627144	0.000654463
AT3G14930.3 | Symbols: HEME1 | Uroporphyrinogen decarboxylase | chr3:5021290-5022577 FORWARD LENGTH=341;AT3G14930.2 | Symbols: HEME1 | Uroporphyrinogen decarboxylase | chr3:5020675-5022577 FORWARD LENGTH=418;AT3G14930.1 | Symbols: HEME1 | Uroporphyrinogen	AT3G14930.3;AT3G14930.2;AT3G14930.1	AT3G14930.3;AT3G14930.2;AT3G14930.1	23.73573	22.77207	22.61279	22.16048	20.5383	20.10637	21.62475	20.95462	2.014257431	0.004819868
AT3G14990.3 | Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr3:5047683-5049621 FORWARD LENGTH=369;AT3G14990.2 | Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr3:5047683-5049621 FORWARD LENGTH=369;	AT3G14990.3;AT3G14990.2;AT3G14990.1	AT3G14990.3;AT3G14990.2;AT3G14990.1	22.38706	23.08617	22.96129	22.59193	26.14748	25.87086	26.59776	26.42928	-3.504734516	4.73E-06
AT3G15000.1 | Symbols:  | cobalt ion binding | chr3:5050321-5052121 FORWARD LENGTH=395;AT1G53260.2 | Symbols:  | LOCATED IN: endomembrane system;BEST Arabidopsis thaliana protein match is: cobalt ion binding (TAIR:AT3G15000.1);Has 246 Blast hits to 241 p	AT3G15000.1;AT1G53260.2;AT1G53260.1	AT3G15000.1;AT1G53260.2;AT1G53260.1	24.16607	23.91242	23.61246	24.21171	23.46326	24.36333	24.33252	25.48468	-0.435284615	0.35725385
"AT3G15190.1 | Symbols:  | chloroplast 30S ribosomal protein S20, putative | chr3:5116216-5117412 FORWARD LENGTH=202"	AT3G15190.1	AT3G15190.1	22.40028	24.0625	23.54628	24.02225	22.19114	19.33054	20.04721	20.34209	3.030083179	0.005707353
AT3G15356.1 | Symbols:  | Legume lectin family protein | chr3:5174603-5175418 REVERSE LENGTH=271	AT3G15356.1;AT1G53080.1	AT3G15356.1	19.65852	23.21463	23.61762	20.26073	25.19009	26.44836	28.31341	26.23193	-4.858071327	0.006738673
"AT3G15360.1 | Symbols: ATHM4, TRX-M4, ATM4 | thioredoxin M-type 4 | chr3:5188448-5189457 FORWARD LENGTH=193"	AT3G15360.1	AT3G15360.1	20.57089	21.03577	20.93769	22.22417	25.08659	25.44815	25.39797	26.58764	-4.437953949	9.75E-05
"AT3G15660.2 | Symbols: ATGRX4, GRX4 | glutaredoxin 4 | chr3:5308134-5309383 REVERSE LENGTH=169;AT3G15660.1 | Symbols: ATGRX4, GRX4 | glutaredoxin 4 | chr3:5308134-5309383 REVERSE LENGTH=169"	AT3G15660.2;AT3G15660.1	AT3G15660.2;AT3G15660.1	22.61744	22.2787	22.18171	23.38324	20.8988	20.29719	19.78379	20.33251	2.287203312	0.000663688
AT3G15680.1 | Symbols:  | Ran BP2/NZF zinc finger-like superfamily protein | chr3:5315437-5316048 FORWARD LENGTH=164	AT3G15680.1	AT3G15680.1	22.09036	22.6161	18.92681	23.16948	23.40587	23.2894	24.77726	23.6634	-2.083298683	0.084634917
"AT3G15730.1 | Symbols: PLDALPHA1, PLD | phospholipase D alpha 1 | chr3:5330835-5333474 FORWARD LENGTH=810"	AT3G15730.1	AT3G15730.1	27.00378	26.91593	27.13702	27.15711	29.02044	28.02279	28.74394	28.60548	-1.544699669	0.00039541
AT3G15970.1 | Symbols:  | NUP50 (Nucleoporin 50 kDa) protein | chr3:5408982-5410379 REVERSE LENGTH=465	AT3G15970.1	AT3G15970.1	21.5135	21.93041	22.14426	22.44564	20.13946	19.81882	18.91615	19.84151	2.329467773	0.000399395
"AT3G15980.1 | Symbols:  | Coatomer, beta subunit | chr3:5411699-5418313 REVERSE LENGTH=909;AT3G15980.4 | Symbols:  | Coatomer, beta subunit | chr3:5411699-5418313 REVERSE LENGTH=914;AT3G15980.3 | Symbols:  | Coatomer, beta subunit | chr3:5412015-5418313"	AT3G15980.1;AT3G15980.4;AT3G15980.3;AT3G15980.2;AT3G15980.5	AT3G15980.1;AT3G15980.4;AT3G15980.3;AT3G15980.2;AT3G15980.5	26.70253	26.86974	27.07265	26.61077	26.19755	25.87368	25.97242	25.96607	0.811491966	0.000574811
"AT3G16140.1 | Symbols: PSAH-1 | photosystem I subunit H-1 | chr3:5468670-5469415 REVERSE LENGTH=145;AT1G52230.1 | Symbols: PSAH2, PSAH-2, PSI-H | photosystem I subunit H2 | chr1:19454902-19455508 FORWARD LENGTH=145"	AT3G16140.1;AT1G52230.1	AT3G16140.1;AT1G52230.1	25.87214	25.42073	25.47035	25.04252	21.55021	20.56647	18.94672	20.3549	5.096858025	0.000101716
"AT3G16240.1 | Symbols: DELTA-TIP, TIP2;1, DELTA-TIP1, AQP1, ATTIP2;1 | delta tonoplast integral protein | chr3:5505534-5506788 FORWARD LENGTH=250"	AT3G16240.1	AT3G16240.1	23.08123	20.76272	21.43599	19.30994	19.40891	19.8554	21.4519	20.46735	0.851577282	0.379976315
AT3G16290.1 | Symbols: EMB2083 | AAA-type ATPase family protein | chr3:5521187-5524995 REVERSE LENGTH=876	AT3G16290.1	AT3G16290.1	20.07364	22.24545	22.22961	19.75695	23.58095	22.99445	24.18624	22.85268	-2.32716608	0.019865155
"AT3G16420.3 | Symbols: PBP1 | PYK10-binding protein 1 | chr3:5579560-5580674 FORWARD LENGTH=298;AT3G16420.2 | Symbols: PBP1 | PYK10-binding protein 1 | chr3:5579560-5580674 FORWARD LENGTH=298;AT3G16420.1 | Symbols: PBP1, JAL30 | PYK10-binding protein 1 | c"	AT3G16420.3;AT3G16420.2;AT3G16420.1;AT3G16430.2;AT3G16430.1	AT3G16420.3;AT3G16420.2;AT3G16420.1	23.05843	23.69975	23.12076	21.98701	25.60071	24.73635	19.48968	22.8347	-0.198871613	0.891753849
AT3G16470.3 | Symbols: JR1 | Mannose-binding lectin superfamily protein | chr3:5596096-5597709 REVERSE LENGTH=297;AT3G16470.2 | Symbols: JR1 | Mannose-binding lectin superfamily protein | chr3:5596096-5597709 REVERSE LENGTH=451;AT3G16470.1 | Symbols: JR1 |	AT3G16470.3;AT3G16470.2;AT3G16470.1	AT3G16470.3;AT3G16470.2;AT3G16470.1	21.46354	21.45533	22.07232	21.77229	21.98687	19.93816	18.47012	19.57819	1.697534084	0.063938958
AT3G16520.3 | Symbols: UGT88A1 | UDP-glucosyl transferase 88A1 | chr3:5619355-5620833 REVERSE LENGTH=462;AT3G16520.2 | Symbols: UGT88A1 | UDP-glucosyl transferase 88A1 | chr3:5618847-5620833 REVERSE LENGTH=446;AT3G16520.1 | Symbols: UGT88A1 | UDP-glucosyl	AT3G16520.3;AT3G16520.2;AT3G16520.1	AT3G16520.3;AT3G16520.2;AT3G16520.1	22.60666	23.10842	22.91401	22.56484	23.45438	22.91496	23.73954	24.38489	-0.824960232	0.047610097
AT3G16530.1 | Symbols:  | Legume lectin family protein | chr3:5624586-5625416 REVERSE LENGTH=276	AT3G16530.1	AT3G16530.1	18.89303	22.51412	22.60456	22.71251	22.70527	22.73016	22.91829	22.57565	-1.051288128	0.302826652
AT3G16640.1 | Symbols: TCTP | translationally controlled tumor protein | chr3:5669709-5670729 REVERSE LENGTH=168	AT3G16640.1	AT3G16640.1	23.95846	23.40652	24.17135	24.06406	24.74134	22.66746	20.84899	20.04618	1.82410717	0.135389875
"AT3G16910.1 | Symbols: AAE7, ACN1 | acyl-activating enzyme 7 | chr3:5773231-5775411 REVERSE LENGTH=569"	AT3G16910.1	AT3G16910.1	19.14006	19.09615	19.4191	20.04819	20.08161	22.48687	22.45874	23.24654	-2.642566681	0.010523915
AT3G17020.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:5802728-5804063 REVERSE LENGTH=163	AT3G17020.1	AT3G17020.1	23.97544	24.22207	23.21276	24.50749	23.01067	23.14203	20.22912	23.59753	1.484599113	0.118155801
"AT3G17390.1 | Symbols: MTO3, SAMS3, MAT4 | S-adenosylmethionine synthetase family protein | chr3:5952484-5953665 REVERSE LENGTH=393"	AT3G17390.1	AT3G17390.1	29.74437	29.51305	29.93691	30.07928	30.42702	29.04895	28.92023	29.58458	0.323210239	0.408322504
AT3G17410.1 | Symbols:  | Protein kinase superfamily protein | chr3:5956601-5958882 FORWARD LENGTH=364;AT2G47060.3 | Symbols:  | Protein kinase superfamily protein | chr2:19333116-19334393 REVERSE LENGTH=266;AT2G47060.5 | Symbols:  | Protein kinase superfa	AT3G17410.1;AT2G47060.3;AT2G47060.5;AT3G62220.1;AT2G47060.2;AT2G47060.1;AT2G47060.4	AT3G17410.1;AT2G47060.3;AT2G47060.5;AT3G62220.1;AT2G47060.2;AT2G47060.1;AT2G47060.4	23.13364	23.10374	22.95267	22.45028	20.15426	20.82935	22.32548	21.91101	1.60505867	0.021675519
AT3G17430.1 | Symbols:  | Nucleotide-sugar transporter family protein | chr3:5966597-5968962 FORWARD LENGTH=375	AT3G17430.1	AT3G17430.1	19.13208	21.24916	21.2837	21.53374	20.10824	20.07053	20.10376	21.2536	0.415638447	0.534003413
AT3G17910.1 | Symbols: SURF1 | Surfeit locus 1 cytochrome c oxidase biogenesis protein | chr3:6133581-6136053 FORWARD LENGTH=354	AT3G17910.1	AT3G17910.1	21.98277	22.75904	22.56809	22.05653	20.67909	19.1556	20.32514	19.81761	2.347243786	0.000847752
